datetime,sensex_spot,rolled_atm_strike,atm_ce_close,atm_ce_iv,atm_ce_delta,atm_ce_volume,atm_pe_close,atm_pe_iv,atm_pe_delta,atm_pe_volume,atm_straddle_cost,atm_straddle_iv,net_delta_imbalance,signed_flow_proxy
2026-09-02 10:30:00,76476.61,76500.0,1070.0,14.43,0.5016,440,608.05,7.96,-0.5002,460,1678.05,11.2,0.0014,684.0
2026-09-02 14:00:00,76463.73,76500.0,1048.95,14.28,0.4996,20,598.7,7.77,-0.504,260,1647.65,11.02,-0.0044,228.0
2026-09-02 14:05:00,76517.93,76500.0,1096.0,14.55,0.5077,400,585.0,7.95,-0.4893,600,1681.0,11.25,0.0184,852.0
2026-09-02 14:10:00,76495.56,76500.0,1068.0,14.32,0.5043,280,594.95,7.93,-0.4953,140,1662.95,11.12,0.009,-356.0
2026-09-02 14:15:00,76481.16,76500.0,1065.0,14.38,0.5022,80,605.0,7.97,-0.4991,20,1670.0,11.18,0.0031,-93.0
2026-09-02 14:20:00,76459.2,76500.0,1058.0,14.44,0.499,140,613.1,7.93,-0.505,40,1671.1,11.18,-0.006,-138.0
2026-09-02 14:25:00,76487.7,76500.0,1073.3,14.45,0.5032,100,605.25,8.02,-0.4973,160,1678.55,11.24,0.0059,95.0
2026-09-02 14:30:00,76531.17,76500.0,1114.5,14.71,0.5096,400,575.25,7.91,-0.4858,960,1689.75,11.31,0.0238,911.0
2026-09-02 14:35:00,76521.24,76500.0,1084.0,14.37,0.5081,80,589.8,8.04,-0.4885,540,1673.8,11.2,0.0196,-603.0
2026-09-02 14:40:00,76473.14,76500.0,1051.0,14.25,0.5009,460,612.15,8.02,-0.5011,560,1663.15,11.14,-0.0002,-859.0
2026-09-02 14:45:00,76515.69,76500.0,1075.0,14.29,0.5073,200,596.1,8.09,-0.4899,560,1671.1,11.19,0.0174,435.0
2026-09-02 14:50:00,76463.84,76500.0,1048.4,14.28,0.4996,160,605.7,7.87,-0.5038,80,1654.1,11.08,-0.0042,-225.0
2026-09-02 15:10:00,76470.7,76500.0,1046.35,14.22,0.5005,280,614.0,8.03,-0.5018,320,1660.35,11.12,-0.0013,424.0
2026-09-02 15:15:00,76469.92,76500.0,1037.45,14.1,0.5003,1140,612.35,8.0,-0.502,200,1649.8,11.05,-0.0017,-479.0
2026-09-02 15:20:00,76469.92,76500.0,1037.3,14.1,0.5003,100,600.65,7.85,-0.5023,500,1637.95,10.98,-0.002,391.0
2026-09-03 15:00:00,76514.82,76500.0,1025.0,13.95,0.507,200,560.0,7.78,-0.4902,260,1585.0,10.86,0.0168,-66.0
2026-09-03 15:05:00,76492.95,76500.0,1004.95,13.83,0.5035,380,571.1,7.78,-0.4963,460,1576.05,10.8,0.0072,-510.0
2026-09-04 09:35:00,76549.4,76500.0,1027.6,14.0,0.5125,780,545.5,7.95,-0.4807,580,1573.1,10.98,0.0318,-197.0
2026-09-04 15:25:00,76515.43,76500.0,1026.9,14.32,0.5072,40,481.2,6.87,-0.49,260,1508.1,10.6,0.0172,194.0
2026-09-02 15:25:00,76570.35,76600.0,971.7,13.2,0.4997,260,645.15,8.44,-0.5013,0,1616.85,10.82,-0.0016,44.0
2026-09-03 11:05:00,76640.7,76600.0,1050.0,14.04,0.511,20,532.7,7.54,-0.4828,0,1582.7,10.79,0.0282,-20.0
2026-09-03 11:10:00,76628.0,76600.0,1050.0,14.13,0.5091,0,566.35,7.91,-0.4866,40,1616.35,11.02,0.0225,-40.0
2026-09-03 12:05:00,76639.64,76600.0,1031.4,13.8,0.5108,0,538.75,7.62,-0.4832,0,1570.15,10.71,0.0276,0.0
2026-09-03 12:15:00,76600.3,76600.0,1031.4,14.08,0.5048,0,538.75,7.36,-0.4944,0,1570.15,10.72,0.0104,0.0
2026-09-03 12:20:00,76583.37,76600.0,993.6,13.68,0.502,80,538.75,7.24,-0.4995,0,1532.35,10.46,0.0025,-54.0
2026-09-03 12:25:00,76577.96,76600.0,993.6,13.72,0.5011,0,600.0,8.04,-0.5001,160,1593.6,10.88,0.001,-160.0
2026-09-03 12:30:00,76595.08,76600.0,993.6,13.6,0.5038,0,581.7,7.91,-0.4956,260,1575.3,10.76,0.0082,260.0
2026-09-03 12:35:00,76615.7,76600.0,995.35,13.49,0.507,20,580.0,8.03,-0.49,100,1575.35,10.76,0.017,120.0
2026-09-03 12:40:00,76592.68,76600.0,995.0,13.64,0.5034,40,575.0,7.8,-0.4963,20,1570.0,10.72,0.0071,16.0
2026-09-03 12:45:00,76596.61,76600.0,1005.0,13.75,0.5041,260,575.0,7.83,-0.4952,0,1580.0,10.79,0.0089,105.0
2026-09-03 12:55:00,76638.82,76600.0,1012.15,13.56,0.5107,40,570.0,8.05,-0.4838,60,1582.15,10.8,0.0269,-100.0
2026-09-03 13:00:00,76644.83,76600.0,1022.25,13.66,0.5117,20,570.0,8.09,-0.4822,0,1592.25,10.88,0.0295,20.0
2026-09-03 13:20:00,76600.46,76600.0,1010.0,13.8,0.5047,0,580.2,7.93,-0.4941,60,1590.2,10.86,0.0106,-60.0
2026-09-03 13:25:00,76591.92,76600.0,970.0,13.31,0.5031,240,596.6,8.1,-0.4963,40,1566.6,10.7,0.0068,-280.0
2026-09-03 13:35:00,76602.07,76600.0,1020.0,13.93,0.505,0,578.15,7.92,-0.4937,20,1598.15,10.92,0.0113,-20.0
2026-09-03 13:40:00,76587.82,76600.0,1004.75,13.82,0.5028,60,578.15,7.82,-0.4977,0,1582.9,10.82,0.0051,-60.0
2026-09-03 13:45:00,76602.96,76600.0,953.65,13.02,0.5048,100,596.55,8.18,-0.4934,20,1550.2,10.6,0.0114,-120.0
2026-09-03 13:50:00,76589.39,76600.0,953.65,13.11,0.5026,0,584.0,7.91,-0.4972,220,1537.65,10.51,0.0054,219.0
2026-09-03 13:55:00,76621.9,76600.0,953.65,12.89,0.5079,0,567.0,7.9,-0.4883,80,1520.65,10.4,0.0196,80.0
2026-09-03 14:00:00,76591.64,76600.0,1018.05,13.98,0.5034,40,572.0,7.77,-0.4967,40,1590.05,10.88,0.0067,0.0
2026-09-03 14:05:00,76595.61,76600.0,1000.0,13.71,0.5039,40,572.0,7.79,-0.4956,0,1572.0,10.75,0.0083,-40.0
2026-09-03 14:10:00,76602.32,76600.0,1000.0,13.66,0.5049,0,572.0,7.84,-0.4937,0,1572.0,10.75,0.0112,0.0
2026-09-03 14:15:00,76603.7,76600.0,994.0,13.57,0.5051,40,577.7,7.93,-0.4933,400,1571.7,10.75,0.0118,-416.0
2026-09-03 14:20:00,76595.6,76600.0,994.0,13.63,0.5039,0,577.7,7.87,-0.4955,0,1571.7,10.75,0.0084,0.0
2026-09-03 14:25:00,76649.88,76600.0,994.0,13.25,0.5125,0,577.7,8.24,-0.4811,0,1571.7,10.74,0.0314,0.0
2026-09-03 14:30:00,76622.83,76600.0,994.0,13.44,0.5081,0,555.3,7.75,-0.488,20,1549.3,10.6,0.0201,20.0
2026-09-03 14:35:00,76619.52,76600.0,980.85,13.29,0.5076,240,554.4,7.72,-0.4889,20,1535.25,10.5,0.0187,-187.0
2026-09-03 14:40:00,76584.56,76600.0,990.0,13.65,0.5021,200,565.9,7.64,-0.4988,40,1555.9,10.64,0.0033,113.0
2026-09-03 14:45:00,76593.35,76600.0,1004.4,13.79,0.5036,60,572.9,7.8,-0.4962,200,1577.3,10.8,0.0074,-96.0
2026-09-03 14:50:00,76590.56,76600.0,987.25,13.58,0.503,160,572.45,7.77,-0.497,140,1559.7,10.68,0.006,-152.0
2026-09-03 14:55:00,76558.15,76600.0,957.75,13.4,0.4977,220,572.45,7.55,-0.5064,0,1530.2,10.48,-0.0087,-220.0
2026-09-03 15:10:00,76554.2,76600.0,966.05,13.54,0.4972,60,581.0,7.64,-0.5074,240,1547.05,10.59,-0.0102,164.0
2026-09-03 15:15:00,76554.2,76600.0,962.85,13.5,0.4972,20,590.35,7.77,-0.5071,20,1553.2,10.64,-0.0099,-20.0
2026-09-03 15:20:00,76554.2,76600.0,929.0,13.04,0.4967,180,596.0,7.85,-0.5069,20,1525.0,10.44,-0.0102,-200.0
2026-09-04 09:20:00,76607.02,76600.0,990.0,13.75,0.5057,0,553.25,7.76,-0.4925,120,1543.25,10.76,0.0132,-69.0
2026-09-04 09:25:00,76590.11,76600.0,989.15,13.86,0.503,40,550.0,7.6,-0.4974,280,1539.15,10.73,0.0056,240.0
2026-09-04 09:30:00,76579.42,76600.0,989.15,13.94,0.5014,0,550.0,7.53,-0.5006,0,1539.15,10.74,0.0008,0.0
2026-09-04 09:40:00,76579.21,76600.0,983.85,13.87,0.5013,20,583.25,7.99,-0.5001,280,1567.1,10.93,0.0012,-257.0
2026-09-04 09:45:00,76628.8,76600.0,989.25,13.6,0.5092,240,560.0,8.01,-0.4865,300,1549.25,10.8,0.0227,540.0
2026-09-04 10:10:00,76646.37,76600.0,1010.55,13.77,0.512,0,524.7,7.64,-0.4812,0,1535.25,10.7,0.0308,0.0
2026-09-04 15:00:00,76632.87,76600.0,984.8,13.58,0.5098,0,524.0,7.57,-0.485,20,1508.8,10.58,0.0248,20.0
2026-09-04 15:10:00,76647.91,76600.0,983.65,13.46,0.5123,20,524.0,7.68,-0.4808,0,1507.65,10.57,0.0315,-20.0
2026-09-04 15:15:00,76645.88,76600.0,975.7,13.36,0.512,40,524.0,7.66,-0.4813,20,1499.7,10.51,0.0307,-40.0
2026-09-04 15:20:00,76645.88,76600.0,930.55,12.73,0.5121,60,521.95,7.64,-0.4813,200,1452.5,10.18,0.0308,140.0
2026-09-01 14:05:00,76667.66,76700.0,1074.4,14.24,0.5003,0,457.85,5.77,-0.5066,0,1532.25,10.0,-0.0063,0.0
2026-09-01 14:10:00,76698.95,76700.0,1074.4,14.04,0.5047,0,457.85,5.97,-0.4953,0,1532.25,10.0,0.0094,0.0
2026-09-01 14:15:00,76691.17,76700.0,1070.0,14.03,0.5036,20,457.85,5.92,-0.498,0,1527.85,9.98,0.0056,-20.0
2026-09-01 14:20:00,76672.63,76700.0,1065.0,14.09,0.5009,440,457.85,5.8,-0.5047,0,1522.85,9.94,-0.0038,-440.0
2026-09-01 14:25:00,76740.25,76700.0,1065.0,13.64,0.5108,0,457.85,6.24,-0.4815,0,1522.85,9.94,0.0293,0.0
2026-09-01 14:30:00,76748.21,76700.0,1065.0,13.59,0.512,0,457.85,6.29,-0.4789,0,1522.85,9.94,0.0331,0.0
2026-09-01 14:35:00,76707.71,76700.0,1076.1,14.01,0.506,160,457.85,6.03,-0.4922,0,1533.95,10.02,0.0138,27.0
2026-09-01 14:40:00,76693.31,76700.0,1093.45,14.33,0.5041,20,457.85,5.94,-0.4972,0,1551.3,10.14,0.0069,20.0
2026-09-01 14:45:00,76700.2,76700.0,1093.45,14.29,0.505,0,457.85,5.98,-0.4948,0,1551.3,10.14,0.0102,0.0
